ticker,nome,tipo,bench,settore,sost
WEBH.DE,Amundi Core MSCI USA UCITS ETF Acc,etf,^GSPC,ETF,False
IUS7.DE,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),etf,^GSPC,ETF,False
SXRW.DE,iShares Core FTSE 100 UCITS ETF GBP (Acc),etf,^FTSE,ETF,False
FWIA.DE,Invesco FTSE All-World UCITS ETF ,etf,^GSPC,ETF,False
H410.DE,HSBC MSCI Emerging Markets UCITS ETF USD,etf,^GSPC,ETF,False
EUNT.DE,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),etf,^STOXX50E,ETF,False
EXV1.DE,iShares STOXX Europe 600 Banks UCITS ETF (DE),etf,^STOXX50E,ETF,False
ESEE.DE,BNP Paribas Easy S&P 500 UCITS ETF EUR,etf,^STOXX50E,ETF,False
QDVI.DE,iShares Edge MSCI USA Value Factor UCITS ETF,etf,^GSPC,ETF,False
IS3M.DE,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),etf,^STOXX50E,ETF,False
CMOD.L,Invesco Bloomberg Commodity UCITS ETF Acc,etf,^GSPC,ETF,False
VERX.DE,Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Distributing,etf,^STOXX50E,ETF,False
ESAP.DE,BNP Paribas Easy S&P 500 UCITS ETF USD (Acc),etf,^GSPC,ETF,False
XDWH.DE,Xtrackers MSCI World Health Care UCITS ETF 1C,etf,^GSPC,ETF,False
SXR1.DE,iShares Core MSCI Pacific ex Japan UCITS ETF (Acc),etf,^GSPC,ETF,False
SPYD.DE,State Street SPDR S&P U.S. Dividend Aristocrats UCITS ETF USD Unhedged (Dist),etf,^GSPC,ETF,False
VECP.DE,Vanguard EUR Corporate Bond UCITS ETF (EUR) Distributing,etf,^STOXX50E,ETF,False
IBCD.DE,iShares USD Corporate Bond UCITS ETF (Dist),etf,^GSPC,ETF,False
DBXP.DE,Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1C,etf,^STOXX50E,ETF,False
L8I3.DE,Amundi EUR Overnight Return UCITS ETF ,etf,^STOXX50E,ETF,False
LYPS.DE,Amundi Core S&P 500 Swap UCITS ETF EUR Dist,etf,^STOXX50E,ETF,False
VFEM.DE,Vanguard FTSE Emerging Markets UCITS ETF (USD) Distributing,etf,^GSPC,ETF,False
IUSM.DE,iShares USD Treasury Bond 7-10yr UCITS ETF (Dist),etf,^GSPC,ETF,False
LBNK.DE,Amundi STOXX Europe 600 Banks UCITS ETF Acc,etf,^STOXX50E,ETF,False
XXSC.DE,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,etf,^GSPC,ETF,False
CSY1.DE,UBS MSCI USA NSL UCITS ETF USD acc,etf,^GSPC,ETF,False
JEQP.DE,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (dist),etf,^GSPC,ETF,False
IXUA.DE,iShares MSCI World ex-USA UCITS ETF USD (Acc),etf,^GSPC,ETF,False
IUST.DE,iShares USD TIPS UCITS ETF USD (Acc),etf,^GSPC,ETF,False
VUCE.DE,Vanguard USD Corporate Bond UCITS ETF Accumulating,etf,^GSPC,ETF,False
VNRT.DE,Vanguard FTSE North America UCITS ETF (USD) Distributing,etf,^GSPC,ETF,False
XUSW.DE,Xtrackers MSCI USA Swap UCITS ETF 1D,etf,^GSPC,ETF,False
EXSI.DE,iShares EURO STOXX UCITS ETF (DE),etf,^STOXX50E,ETF,False
IS0E.DE,iShares Gold Producers UCITS ETF,etf,^GSPC,ETF,False
VWCG.DE,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,etf,^STOXX50E,ETF,False
IUS3.DE,iShares S&P SmallCap 600 UCITS ETF,etf,^GSPC,ETF,False
EXI2.DE,iShares Dow Jones Global Titans 50 UCITS ETF (DE) EUR (Dist),etf,^STOXX50E,ETF,False
XDEQ.DE,Xtrackers MSCI World Quality UCITS ETF 1C,etf,^GSPC,ETF,False
F50A.DE,Amundi Prime Global UCITS ETF Acc,etf,^GSPC,ETF,False
4UBB.DE,UBS Core MSCI USA UCITS ETF USD acc,etf,^GSPC,ETF,False
VNRA.DE,Vanguard FTSE North America UCITS ETF (USD) Accumulating,etf,^GSPC,ETF,False
AUM5.DE,Amundi S&P 500 Swap UCITS ETF EUR Acc,etf,^STOXX50E,ETF,False
LYPG.DE,Amundi MSCI World Information Technology UCITS ETF EUR Acc,etf,^STOXX50E,ETF,False
E500.DE,Invesco S&P 500 EUR Hedged UCITS ETF,etf,^STOXX50E,ETF,False
VJPN.DE,Vanguard FTSE Japan UCITS ETF (USD) Distributing,etf,^GSPC,ETF,False
ASWC.DE,HANetf Future of Defence UCITS ETF,etf,^GSPC,ETF,False
VGWE.DE,Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,etf,^GSPC,ETF,False
VECA.DE,Vanguard EUR Corporate Bond UCITS ETF Accumulating,etf,^STOXX50E,ETF,False
UIMI.DE,UBS Core MSCI EM UCITS ETF USD dis,etf,^GSPC,ETF,False
ERNX.DE,iShares EUR Ultrashort Bond UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,False
36BZ.DE,iShares MSCI China A UCITS ETF,etf,^GSPC,ETF,False
G2X.DE,VanEck Gold Miners UCITS ETF,etf,^GSPC,ETF,False
PR1J.DE,Amundi Prime Japan UCITS ETF DR (D),etf,^GSPC,ETF,False
QDVG.DE,iShares S&P 500 Health Care Sector UCITS ETF (Acc),etf,^GSPC,ETF,False
VAGY.DE,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,etf,^GSPC,ETF,False
XRS2.DE,Xtrackers Russell 2000 UCITS ETF 1C,etf,^GSPC,ETF,False
CEMS.DE,iShares Edge MSCI Europe Value Factor UCITS ETF,etf,^STOXX50E,ETF,False
EUNA.DE,iShares Core Global Aggregate Bond UCITS ETF EUR Hedged (Acc),etf,^STOXX50E,ETF,False
SGAS.DE,iShares MSCI USA Screened UCITS ETF USD (Acc),etf,^GSPC,ETF,True
OM3L.DE,iShares MSCI USA CTB Enhanced ESG UCITS ETF USD (Dist),etf,^GSPC,ETF,True
JREU.DE,JPMorgan US Research Enhanced Index Equity Active UCITS ETF USD (acc),etf,^GSPC,ETF,True
VDIV.DE,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,etf,^STOXX50E,ETF,True
EDMU.DE,iShares MSCI USA CTB Enhanced ESG UCITS ETF USD (Acc),etf,^GSPC,ETF,True
EDM2.DE,iShares MSCI EM CTB Enhanced ESG UCITS ETF USD (Acc),etf,^GSPC,ETF,True
VVSM.DE,VanEck Semiconductor UCITS ETF,etf,^GSPC,ETF,True
XZMU.DE,Xtrackers MSCI USA ESG UCITS ETF 1C,etf,^GSPC,ETF,True
XAIX.DE,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,etf,^GSPC,ETF,True
2B7K.DE,iShares MSCI World SRI UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
XMAW.DE,Xtrackers MSCI AC World Screened UCITS ETF 1C,etf,^STOXX50E,ETF,True
AYEM.DE,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),etf,^GSPC,ETF,True
JREG.DE,JPMorgan Global Research Enhanced Index Equity Active UCITS ETF USD (acc),etf,^GSPC,ETF,True
SNAW.DE,iShares MSCI World Screened UCITS ETF USD (Acc),etf,^GSPC,ETF,True
XZW0.DE,Xtrackers MSCI World ESG UCITS ETF 1C,etf,^GSPC,ETF,True
SEC0.DE,iShares MSCI Global Semiconductors UCITS ETF USD (Acc),etf,^GSPC,ETF,True
EMNU.DE,iShares MSCI Europe CTB Enhanced ESG UCITS ETF EUR (Dist),etf,^STOXX50E,ETF,True
SLMC.DE,iShares MSCI Europe Screened UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
SPPY.DE,State Street SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),etf,^GSPC,ETF,True
A4H8.DE,Amundi Index Euro Corporate SRI UCITS ETF DR (C),etf,^STOXX50E,ETF,True
EDMW.DE,iShares MSCI World CTB Enhanced ESG UCITS ETF USD (Acc),etf,^GSPC,ETF,True
UIMM.DE,UBS MSCI World Socially Responsible UCITS ETF USD dis,etf,^GSPC,ETF,True
2B76.DE,iShares Automation & Robotics UCITS ETF,etf,^GSPC,ETF,True
OM3F.DE,iShares EUR Corporate Bond ESG SRI UCITS ETF (Dist),etf,^STOXX50E,ETF,True
F500.DE,Amundi S&P 500 Screened UCITS ETF Acc,etf,^STOXX50E,ETF,True
UET5.DE,UBS EURO STOXX 50 ESG UCITS ETF EUR dis,etf,^STOXX50E,ETF,True
AYE2.DE,iShares EUR High Yield Corporate Bond ESG SRI UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
EDM4.DE,iShares MSCI EMU CTB Enhanced ESG UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
CB3G.DE,Amundi Euro Government tilted Green Bond UCITS ETF Acc,etf,^STOXX50E,ETF,True
EEUX.DE,BNP Paribas Easy MSCI Europe Min TE UCITS ETF,etf,^STOXX50E,ETF,True
IUSK.DE,iShares MSCI Europe SRI UCITS ETF (Acc),etf,^STOXX50E,ETF,True
USPY.DE,L&G Cyber Security UCITS ETF,etf,^GSPC,ETF,True
ECR3.DE,Amundi Index Euro Corporate SRI 0-3 Y UCITS ETF DR (C),etf,^STOXX50E,ETF,True
XAMB.DE,Amundi MSCI World SRI Climate Paris Aligned UCITS ETF Acc,etf,^STOXX50E,ETF,True
5ESG.DE,Invesco S&P 500 Scored & Screened UCITS ETF ,etf,^GSPC,ETF,True
IQQH.DE,iShares Global Clean Energy Transition UCITS ETF USD (Dist),etf,^GSPC,ETF,True
FYER.DE,Fidelity Emerging Markets Equity Research Enhanced UCITS ETF ACC-USD,etf,^GSPC,ETF,True
IG3A.DE,iShares MSCI ACWI Screened UCITS ETF USD (Acc),etf,^GSPC,ETF,True
QDVR.DE,iShares MSCI USA SRI UCITS ETF USD (Acc),etf,^GSPC,ETF,True
JREE.DE,JPMorgan Europe Research Enhanced Index Equity Active UCITS ETF EUR (acc),etf,^STOXX50E,ETF,True
SXRG.DE,iShares MSCI USA Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),etf,^GSPC,ETF,True
QDVS.DE,iShares MSCI EM SRI UCITS ETF,etf,^GSPC,ETF,True
ZPAB.DE,Amundi S&P Eurozone Climate Paris Aligned UCITS ETF Acc,etf,^STOXX50E,ETF,True
JBEM.DE,BNP Paribas Easy JPM ESG EMU Government Bond IG UCITS ETF,etf,^STOXX50E,ETF,True
XZMJ.DE,Xtrackers MSCI Japan ESG UCITS ETF 1C,etf,^GSPC,ETF,True
ESGU.DE,Invesco MSCI USA Universal Screened UCITS ETF Acc,etf,^GSPC,ETF,True
ASRE.DE,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF (Acc),etf,^STOXX50E,ETF,True
SECA.DE,iShares EUR Government Bond Climate UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
WELE.DE,Amundi S&P 500 Equal Weight ESG UCITS ETF Acc,etf,^GSPC,ETF,True
CSY2.DE,UBS MSCI USA Selection UCITS ETF USD acc,etf,^GSPC,ETF,True
CEUG.DE,Amundi MSCI Europe ESG Broad Transition UCITS ETF - EUR (C),etf,^STOXX50E,ETF,True
EDM6.DE,iShares MSCI Europe CTB Enhanced ESG UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
N1ES.DE,Invesco Nasdaq-100 ESG UCITS ETF Acc,etf,^GSPC,ETF,True
IQSA.DE,Invesco Global Active ESG Equity UCITS ETF Acc,etf,^GSPC,ETF,True
UEF5.DE,UBS MSCI EM Socially Responsible UCITS ETF USD dis,etf,^GSPC,ETF,True
LYYB.DE,Amundi MSCI USA ESG Broad Transition UCITS ETF Dist,etf,^STOXX50E,ETF,True
AE5B.DE,Amundi MSCI Europe Action UCITS ETF Dist,etf,^STOXX50E,ETF,True
QDVL.DE,iShares EUR Corporate Bond 0-3yr ESG SRI UCITS ETF EUR (Dist),etf,^STOXX50E,ETF,True
AWESG.MI,UBS MSCI ACWI Universal UCITS ETF USD dis,etf,^GSPC,ETF,True
BPGE.DE,Nordea BetaPlus Enhanced Global Sustainable Equity UCITS ETF USD (Acc),etf,^GSPC,ETF,True
ASR3.DE,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF Dist,etf,^STOXX50E,ETF,True
XB4F.DE,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,etf,^STOXX50E,ETF,True
XZE5.DE,Xtrackers II EUR Corporate Bond Short Duration SRI PAB UCITS ETF 1C,etf,^STOXX50E,ETF,True
CBUK.DE,iShares MSCI China Tech UCITS ETF USD (Acc),etf,^GSPC,ETF,True
4UBQ.DE,UBS S&P 500 Scored & Screened UCITS ETF USD acc,etf,^GSPC,ETF,True
SGAJ.DE,iShares MSCI Japan Screened UCITS ETF USD (Acc),etf,^GSPC,ETF,True
JREM.DE,JPMorgan Global Emerging Markets Research Enhanced Index Equity Active UCITS ETF USD (acc),etf,^GSPC,ETF,True
SBIM.DE,Amundi MSCI Emerging Markets ESG Broad Transition UCITS ETF DR (C),etf,^GSPC,ETF,True
LSMC.DE,Amundi MSCI Semiconductors UCITS ETF Acc,etf,^STOXX50E,ETF,True
AEGE.DE,iShares Global Aggregate Bond ESG ​SRI UCITS ETF EUR Hedged (Acc),etf,^STOXX50E,ETF,True
AMEI.DE,Amundi MSCI Emerging Markets SRI Climate Paris Aligned UCITS ETF DR (C),etf,^GSPC,ETF,True
IUSL.DE,iShares Dow Jones Global Leaders Screened UCITS ETF USD (Acc),etf,^GSPC,ETF,True
MWOP.DE,Amundi MSCI World ESG Selection UCITS ETF Acc,etf,^GSPC,ETF,True
D6RP.DE,Deka MSCI World Climate Change ESG UCITS ETF,etf,^STOXX50E,ETF,True
XMLD.DE,L&G Artificial Intelligence UCITS ETF,etf,^GSPC,ETF,True
AME6.DE,Amundi STOXX Europe 600 ESG UCITS ETF DR EUR (C),etf,^STOXX50E,ETF,True
SEAC.DE,UBS MSCI World Socially Responsible UCITS ETF USD acc,etf,^GSPC,ETF,True
EJAP.DE,BNP Paribas Easy MSCI Japan Min TE UCITS ETF,etf,^STOXX50E,ETF,True
JRGD.DE,JPMorgan Global Research Enhanced Index Equity Active UCITS ETF USD (dist),etf,^GSPC,ETF,True
ASR5.DE,BNP Paribas Easy EUR Corporate Bond SRI PAB 3-5Y UCITS ETF,etf,^STOXX50E,ETF,True
WOEE.DE,iShares World Equity Enhanced Active UCITS ETF USD (Acc),etf,^GSPC,ETF,True
EMKX.DE,BNP Paribas Easy MSCI Emerging Min TE UCITS ETF,etf,^STOXX50E,ETF,True
JEDI.DE,VanEck Space Innovators UCITS ETF,etf,^GSPC,ETF,True
SUA0.DE,iShares EUR Corporate Bond ESG SRI UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
IE3E.DE,iShares EUR Corporate Bond 0-3yr ESG SRI UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
JEST.DE,JPMorgan EUR Ultra-Short Income Active UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
L0CK.DE,iShares Digital Security UCITS ETF USD (Acc),etf,^GSPC,ETF,True
EUN4.DE,iShares EUR Aggregate Bond ESG SRI UCITS ETF EUR (Dist),etf,^STOXX50E,ETF,True
LYM8.DE,Amundi MSCI Water UCITS ETF ,etf,^STOXX50E,ETF,True
2B7J.DE,iShares MSCI World SRI UCITS ETF USD (Dist),etf,^GSPC,ETF,True
CBUC.DE,iShares MSCI USA CTB Enhanced ESG UCITS ETF EUR Hedged (Acc),etf,^STOXX50E,ETF,True
ETLQ.DE,L&G Global Equity UCITS ETF,etf,^GSPC,ETF,True
AMED.DE,Amundi MSCI EMU ESG Selection UCITS ETF DR - EUR (C),etf,^STOXX50E,ETF,True
SLMA.DE,iShares MSCI EMU Screened UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
AWDT.DE,BNP Paribas Easy II MSCI World PAB UCITS ETF USD Acc,etf,^GSPC,ETF,True
FUSR.DE,Fidelity US Equity Research Enhanced UCITS ETF ACC-USD,etf,^GSPC,ETF,True
IB28.DE,iShares iBonds Dec 2028 Term EUR Corporate UCITS ETF EUR (Dist),etf,^STOXX50E,ETF,True
QDVW.DE,iShares MSCI World Quality Dividend Advanced UCITS ETF USD (Dist),etf,^GSPC,ETF,True
SLUS.DE,iShares MSCI USA Screened UCITS ETF USD (Dist),etf,^GSPC,ETF,True
TSWE.DE,VanEck World Equal Weight Screened UCITS ETF A,etf,^STOXX50E,ETF,True
A4H7.DE,Amundi EUR Corporate Bond 1-5Y ESG UCITS ETF DR,etf,^STOXX50E,ETF,True
BPDE.DE,Nordea BetaPlus Enhanced Global Developed Sustainable Equity UCITS ETF USD (Acc),etf,^GSPC,ETF,True
FRNE.DE,Amundi Floating Rate Euro Corporate ESG UCITS ETF EUR (C),etf,^STOXX50E,ETF,True
USEE.DE,iShares US Equity Enhanced Active UCITS ETF USD (Acc),etf,^GSPC,ETF,True
WELK.DE,Amundi S&P Global Financials ESG UCITS ETF DR EUR (A),etf,^STOXX50E,ETF,True
XZEW.DE,Xtrackers S&P 500 Equal Weight Scored & Screened UCITS ETF 1C,etf,^GSPC,ETF,True
EDMJ.DE,iShares MSCI Japan CTB Enhanced ESG UCITS ETF USD (Acc),etf,^GSPC,ETF,True
XZEM.DE,Xtrackers MSCI Emerging Markets ESG UCITS ETF 1C,etf,^GSPC,ETF,True
PABW.DE,Amundi MSCI World Climate Paris Aligned UCITS ETF Acc,etf,^GSPC,ETF,True
ASRI.DE,BNP Paribas Easy EUR Corporate Bond SRI PAB UCITS ETF Acc,etf,^STOXX50E,ETF,True
GERD.DE,L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,etf,^GSPC,ETF,True
FUSD.DE,Fidelity US Quality Income UCITS ETF INC-USD,etf,^GSPC,ETF,True
EUNS.DE,iShares EUR Corporate Bond ex-Financials 1-5yr ESG SRI UCITS ETF EUR (Dist),etf,^STOXX50E,ETF,True
WTI2.DE,WisdomTree Artificial Intelligence UCITS ETF USD Acc,etf,^GSPC,ETF,True
EMUX.DE,BNP Paribas Easy MSCI EMU Min TE UCITS ETF,etf,^STOXX50E,ETF,True
ETLS.DE,L&G US Equity UCITS ETF,etf,^GSPC,ETF,True
4UBH.DE,UBS MSCI World Socially Responsible UCITS ETF USD acc,etf,^GSPC,ETF,True
LGQG.DE,Amundi MSCI EMU ESG Broad Transition UCITS ETF Acc,etf,^STOXX50E,ETF,True
JRUD.DE,JPMorgan US Research Enhanced Index Equity Active UCITS ETF USD (dist),etf,^GSPC,ETF,True
EGEE.DE,iShares Emerging Markets Equity Enhanced Active UCITS ETF USD (Acc),etf,^GSPC,ETF,True
S500H.MI,Amundi S&P 500 Screened UCITS ETF Acc EUR Hedged,etf,^STOXX50E,ETF,True
OM3Y.DE,iShares MSCI EM IMI Screened UCITS ETF USD (Dist),etf,^GSPC,ETF,True
ZPA5.DE,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,etf,^GSPC,ETF,True
SGIG.L,Schroder Global Investment Grade Corporate Bond Active UCITS ETF (Acc),etf,^GSPC,ETF,True
PR10.DE,Amundi Index Euro Aggregate SRI UCITS ETF DR (C),etf,^STOXX50E,ETF,True
D5BH.DE,Xtrackers MSCI Canada Screened UCITS ETF 1C,etf,^GSPC,ETF,True
GOAI.DE,Amundi MSCI Robotics & AI UCITS ETF Acc,etf,^STOXX50E,ETF,True
4UBF.DE,UBS BBG MSCI Euro Area Liquid Corp Sustainable UCITS ETF EUR acc,etf,^STOXX50E,ETF,True
YCSH.DE,iShares EUR Cash UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
XEWE.DE,Xtrackers S&P 500 Equal Weight Scored & Screened UCITS ETF 2C - EUR Hedged,etf,^STOXX50E,ETF,True
LYEB.DE,Amundi EUR Corporate Bond Climate Paris Aligned UCITS ETF Acc,etf,^STOXX50E,ETF,True
S6DW.DE,iShares MSCI World Screened UCITS ETF USD (Dist),etf,^GSPC,ETF,True
SLMG.DE,iShares J.P. Morgan Advanced USD EM Bond UCITS ETF EUR Hedged (Acc),etf,^STOXX50E,ETF,True
XZEU.DE,Xtrackers MSCI Europe ESG UCITS ETF 1C,etf,^STOXX50E,ETF,True
ENOA.DE,BNP Paribas Easy MSCI USA Min TE UCITS ETF,etf,^STOXX50E,ETF,True
WELU.DE,Amundi S&P Global Information Technology ESG UCITS ETF DR EUR (A),etf,^STOXX50E,ETF,True
LEAD.DE,Amundi MSCI Europe ESG Selection UCITS ETF Acc,etf,^STOXX50E,ETF,True
JUHE.DE,JPMorgan US Research Enhanced Index Equity Active UCITS ETF EUR Hedged (acc),etf,^STOXX50E,ETF,True
SAHE.DE,Schroder Global Equity Active UCITS ETF,etf,^GSPC,ETF,True
XZWE.DE,Xtrackers MSCI World ESG UCITS ETF 2C EUR Hedged,etf,^STOXX50E,ETF,True
EEDM.L,iShares MSCI EM CTB Enhanced ESG UCITS ETF USD (Dist),etf,^GSPC,ETF,True
LWCR.DE,Amundi MSCI World ESG Broad Transition UCITS ETF Acc,etf,^STOXX50E,ETF,True
SADM.DE,Amundi MSCI Emerging Markets ESG Selection UCITS ETF DR (C),etf,^GSPC,ETF,True
IVOA.DE,iShares iBonds Dec 2028 Term EUR Corporate UCITS ETF EUR (Acc),etf,^STOXX50E,ETF,True
PJSR.DE,PIMCO Euro Short Maturity UCITS ETF Acc,etf,^STOXX50E,ETF,True
2B78.DE,iShares Healthcare Innovation UCITS ETF,etf,^GSPC,ETF,True
3DGL.DE,Robeco 3D Global Equity UCITS ETF USD Acc,etf,^GSPC,ETF,True
AIFS.DE,iShares AI Infrastructure UCITS ETF USD (Acc),etf,^GSPC,ETF,True
V3AA.DE,Vanguard ESG Global All Cap UCITS ETF (USD) Accumulating,etf,^GSPC,ETF,True
MIVB.DE,Amundi MSCI Europe SRI Climate Paris Aligned UCITS ETF DR (C),etf,^STOXX50E,ETF,True
AYEW.DE,iShares MSCI World Information Technology Sector Advanced UCITS ETF USD (Dist),etf,^GSPC,ETF,True
EMWE.DE,BNP Paribas Easy MSCI World SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,etf,^STOXX50E,ETF,True
MDBE.DE,UBS Sustainable Development Bank Bonds UCITS ETF hEUR acc,etf,^STOXX50E,ETF,True
LYM9.DE,Amundi MSCI New Energy UCITS ETF Dist,etf,^STOXX50E,ETF,True
CBUJ.DE,iShares EUR Corporate Bond ESG Paris-Aligned Climate UCITS ETF EUR (Dist),etf,^STOXX50E,ETF,True
EMXU.DE,Amundi MSCI Emerging Ex China ESG Selection UCITS ETF DR (C),etf,^GSPC,ETF,True
S5SG.DE,UBS S&P 500 Scored & Screened UCITS ETF hEUR acc,etf,^STOXX50E,ETF,True
XRSM.MI,Xtrackers MSCI USA Screened UCITS ETF 1C,etf,^GSPC,ETF,True
CBU5.DE,iShares iBonds Dec 2028 Term USD Corporate UCITS ETF (Acc),etf,^GSPC,ETF,True
RARE.MI,WisdomTree Strategic Metals and Rare Earths Miners UCITS ETF USD Unhedged Acc,etf,^GSPC,ETF,True
BJLG.DE,BNP Paribas Easy JPM ESG EMU Government Bond IG 1-3Y UCITS ETF Acc,etf,^STOXX50E,ETF,True
RENW.L,L&G Clean Energy UCITS ETF,etf,^GSPC,ETF,True
